Year,Month,Day,Hour,Minute,Second,Longitude,Latitude,Code,Depth,Code,Mb,code,Ms1,Code,Ms2,Code,Mw,Code,MD,Code,ML,Code,Mweq,Code
1983,1,17,4,42,0,-100.75,16.48,0,33,0,0,0,3.3,132,0,0,0,0,0,0,0,0,4.7,165
1983,1,24,8,17,40,-95.4,15.87,69,33,69,6.3,69,6.7,69,0,0,6.8,78,0,0,0,0,6.8,164
1983,1,24,23,28,14,-101.5,19.5,0,5,0,0,0,0,0,0,0,0,0,0,0,4.4,150,4.4,168
1983,2,4,16,46,30,-99.453,17.636,0,5,0,0,0,0,0,0,0,0,0,0,0,4.1,150,4,168
1983,2,21,3,42,10,-107.769,17.548,0,10,0,4.5,124,0,0,0,0,0,0,0,0,0,0,4.7,166
1983,2,22,9,36,39,-94.748,16.98,0,33,0,5.4,128,0,0,0,0,0,0,0,0,0,0,5.9,166
1983,2,24,5,32,0,-109.9,25.28,0,9,0,0,0,3.3,132,0,0,0,0,0,0,0,0,4.7,165
1983,3,6,1,21,15,-103.3,18.1,0,10,0,0,0,0,0,0,0,0,0,0,0,4.8,150,4.8,168
1983,3,11,3,5,46.3,-104.377,19.083,0,33,0,5,128,0,0,0,0,0,0,0,0,0,0,5.4,166
1983,4,3,2,31,4,-92.967,17.664,0,20,0,4.5,120,0,0,0,0,0,0,0,0,0,0,4.7,166
1983,4,9,10,25,50,-113.674,30.912,0,10,0,4.4,124,0,0,0,0,0,0,0,0,0,0,4.6,166
1983,4,12,18,23,6.1,-96.411,15.816,0,33,0,4.9,128,0,0,0,0,0,0,0,0,0,0,5.3,166
1983,4,15,1,35,3,-88.655,15.543,0,10,0,4.9,124,0,0,0,0,0,0,0,0,0,0,5.3,166
1983,4,29,15,40,4,-114.742,29.224,0,10,0,4.5,120,0,0,0,0,0,0,0,0,0,0,4.7,166
1983,5,4,2,30,21,-100.263,15.908,0,5,0,4.7,120,0,0,0,0,0,0,0,0,0,0,5,166
1983,5,5,4,28,2,-96.375,14.121,0,10,0,4.4,120,0,0,0,0,0,0,0,0,0,0,4.6,166
1983,5,8,16,4,12.8,-109.639,18.852,0,10,0,4.5,128,0,0,0,0,0,0,0,0,0,0,4.7,166
1983,5,8,16,4,17,-109.983,19.293,0,10,0,4.8,120,0,0,0,0,0,0,0,0,0,0,5.1,166
1983,5,8,23,6,26.8,-108.907,18.354,0,10,0,4.8,128,0,0,0,0,0,0,0,0,0,0,5.1,166
1983,5,9,20,9,16,-109.451,19.971,0,5.9,0,5.4,120,6.1,131,0,0,6.4,157,0,0,0,0,6.4,164
1983,5,21,16,9,23,-104.3,17.9,0,5,0,0,0,0,0,0,0,0,0,0,0,4.8,150,4.8,168
1983,5,23,10,12,28,-107.862,24.635,0,10,0,4.7,124,0,0,0,0,0,0,0,0,0,0,5,166
1983,5,30,20,33,48,-90.187,17.035,0,33,0,4.6,120,0,0,0,0,0,0,0,0,0,0,4.9,166
1983,6,5,14,12,44,-111.625,27.156,0,10,0,4.8,120,0,0,0,0,0,0,0,0,0,0,5.1,166
1983,6,11,1,29,19,-86.434,15.452,0,191.6,0,4.4,120,0,0,0,0,0,0,0,0,0,0,4.6,166
1983,6,13,19,40,44,-95.5,15.1,0,10,0,0,0,0,0,0,0,0,0,0,0,5.5,150,5.5,168
1983,6,15,4,58,0,-102.833,16.875,0,10,0,4,124,0,0,0,0,0,0,0,0,0,0,4,166
1983,6,27,14,16,50,-88.383,13.843,0,33,0,4.8,120,0,0,0,0,0,0,0,0,0,0,5.1,166
1983,6,29,8,8,34,-117.513,32.605,0,5,0,4.4,124,0,0,0,0,0,0,0,0,0,0,4.6,166
1983,7,3,1,45,30,-90.397,13.409,0,68.8,0,4.9,120,0,0,0,0,0,0,0,0,0,0,5.3,166
1983,7,8,7,0,0,-92.11,15.105,0,129.1,0,4.9,124,0,0,0,0,0,0,0,0,0,0,5.3,166
1983,7,9,2,41,19,-105.399,18.334,0,10,0,0,0,0,0,0,0,0,0,0,0,4.6,150,4.6,168
1983,7,12,3,39,29.4,-108.303,23.765,0,15,0,0,0,0,0,0,0,5.8,159,0,0,0,0,5.8,164
1983,7,22,1,7,23,-92.305,16.263,0,165,0,4.2,124,0,0,0,0,0,0,0,0,0,0,4.3,166
1983,7,28,12,35,18,-97.4,15.2,0,15,0,0,0,0,0,0,0,0,0,0,0,4.5,150,4.5,168
1983,8,2,10,17,48,-112.086,26.643,0,10,0,4.6,120,0,0,0,0,0,0,0,0,0,0,4.9,166
1983,8,6,2,26,49,-93.91,16.099,0,87.7,0,5.7,124,0,0,0,0,0,0,0,0,0,0,6.3,166
1983,8,9,3,57,20.2,-98.932,17.442,0,119,0,4.3,128,0,0,0,0,0,0,0,0,0,0,4.4,166
1983,8,10,0,4,33,-99.7,16.2,0,29,0,0,0,0,0,0,0,0,0,0,0,4.9,150,4.9,168
1983,8,17,5,14,52.6,-101.809,18.639,0,33,0,4,128,0,0,0,0,0,0,0,0,0,0,4,166
1983,8,24,21,35,53,-98.801,14.671,0,30,0,0,0,0,0,0,0,0,0,0,0,4.7,150,4.7,168
1983,9,7,5,22,12,-97.26,17.798,0,60.2,0,5.3,120,0,0,0,0,0,0,0,0,0,0,5.8,166
1983,9,8,18,45,2,-102.233,16.541,0,5,0,0,0,0,0,0,0,0,0,0,0,5.4,150,5.4,168
1983,9,13,2,19,33,-100.552,18.121,0,72.1,0,5.3,124,0,0,0,0,0,0,0,0,0,0,5.8,166
1983,9,18,0,34,56,-98.9,15.2,0,5,0,0,0,0,0,0,0,0,0,0,0,4.4,150,4.4,168
1983,10,3,17,2,46,-95.742,18.174,0,120,0,4,120,0,0,0,0,0,0,0,0,0,0,4,166
1983,10,10,6,21,4,-108.223,19.248,0,10,0,4.6,128,0,0,0,0,0,0,0,0,0,0,4.9,166
1983,10,12,13,12,0.2,-91.101,13.488,0,20,0,5.1,120,0,0,0,0,5.9,157,0,0,0,0,5.9,164
1983,10,17,10,51,34,-109.143,19.209,0,10,0,4.3,124,0,0,0,0,0,0,0,0,0,0,4.4,166
1983,11,25,9,23,28.1,-108.743,24.254,0,33,0,5.1,128,0,0,0,0,0,0,0,0,0,0,5.5,166
1983,11,26,14,14,0,-105.47,19.44,0,33,0,0,0,4.1,132,0,0,0,0,0,0,0,0,4.9,165
1983,11,30,19,6,16,-100.3,16.8,0,5,0,0,0,0,0,0,0,0,0,0,0,4.9,150,4.9,168
1983,12,2,3,9,4,-92.04,14,70,69,70,5.9,70,7,102,0,0,7,78,0,0,0,0,7,164
1983,12,8,10,21,56,-102.633,18.531,0,67.8,0,5.5,124,0,0,0,0,0,0,0,0,0,0,6.1,166
1983,12,10,17,30,49,-104.48,17.299,0,33,0,4.3,120,0,0,0,0,0,0,0,0,0,0,4.4,166
1983,12,12,7,7,10,-96.599,14.589,0,10,0,4.4,120,0,0,0,0,0,0,0,0,0,0,4.6,166
1983,12,28,11,19,23,-104.449,15.647,0,10,0,4.4,120,0,0,0,0,0,0,0,0,0,0,4.6,166
1983,12,31,11,2,9.6,-101.616,17.338,0,33,0,4.8,128,0,0,0,0,0,0,0,0,0,0,5.1,166
1983,12,31,20,21,34,-95.65,18.769,0,62,0,4.7,120,0,0,0,0,0,0,0,0,0,0,5,166
1984,1,8,10,4,14,-90.237,14.738,0,33,0,4.2,120,0,0,0,0,0,0,0,0,0,0,4.3,166
1984,1,20,12,8,54,-98.389,14.096,0,5,0,0,0,0,0,0,0,0,0,0,0,4.4,150,4.4,168
1984,2,4,6,5,22,-104.2,18.5,0,10,0,0,0,0,0,0,0,0,0,0,0,5.8,149,5.8,168
1984,2,7,8,5,1,-99.114,19.028,0,1,0,0,0,0,0,0,0,0,0,0,0,4.1,150,4,168
1984,2,10,16,51,0,-112.08,28.33,0,9,0,0,0,6.2,132,0,0,6,163,0,0,0,0,6,164
1984,2,13,8,38,36,-98.05,16.217,0,10,0,4.4,124,0,0,0,0,0,0,0,0,0,0,4.6,166
1984,2,17,20,33,42.2,-109.086,20.59,0,10,0,0,0,0,0,0,0,6.1,163,0,0,0,0,6.1,164
1984,2,18,2,39,22,-92.921,14.362,0,70.7,0,5,124,0,0,0,0,0,0,0,0,0,0,5.4,166
1984,2,24,23,23,20.2,-106.999,18.632,0,33,0,5,128,0,0,0,0,0,0,0,0,0,0,5.4,166
1984,3,4,6,23,43,-97,14.3,0,10,0,0,0,0,0,0,0,0,0,0,0,4.1,150,4,168
1984,3,9,7,27,20,-85.544,16.932,0,10,0,4.8,124,0,0,0,0,0,0,0,0,0,0,5.1,166
1984,3,16,6,46,33,-109.293,23.778,0,33,0,4.6,120,0,0,0,0,0,0,0,0,0,0,4.9,166
1984,3,24,21,54,43.4,-92.899,15.129,0,56.9,0,5,128,0,0,0,0,0,0,0,0,0,0,5.4,166
1984,3,31,23,31,12,-94.223,13.479,0,33,0,4.2,120,0,0,0,0,0,0,0,0,0,0,4.3,166
1984,4,5,3,29,31.1,-107.562,18.801,0,10,0,0,0,4.9,132,0,0,0,0,0,0,0,0,5.2,165
1984,4,7,19,42,0,-100.73,16.05,0,5,0,0,0,4.1,132,0,0,0,0,0,0,0,0,4.9,165
1984,4,23,6,16,30,-99.511,15.374,0,10,0,0,0,0,0,0,0,0,0,0,0,4.9,150,4.9,168
1984,5,6,12,30,47.2,-109.732,25.658,0,10,0,4.6,128,0,0,0,0,0,0,0,0,0,0,4.9,166
1984,5,6,17,51,8,-92.066,19.447,0,21.9,0,4.5,120,0,0,0,0,0,0,0,0,0,0,4.7,166
1984,5,25,5,43,34,-103.93,17.761,0,33,0,4.4,120,0,0,0,0,0,0,0,0,0,0,4.6,166
1984,5,31,23,30,48,-115.222,32.465,0,6,0,0,0,0,0,0,0,0,0,0,0,4.1,149,4,168
1984,6,4,4,34,2,-98.212,18.325,0,53.2,0,5.4,124,0,0,0,0,0,0,0,0,0,0,5.9,166
1984,6,11,9,51,26.3,-87.703,13.264,0,232.2,0,5,128,0,0,0,0,0,0,0,0,0,0,5.4,166
1984,6,14,15,22,14.2,-92.363,15.575,0,129.3,0,4.5,128,0,0,0,0,0,0,0,0,0,0,4.7,166
1984,6,27,20,12,45,-114.028,29.931,0,10,0,5.2,124,0,0,0,0,0,0,0,0,0,0,5.7,166
1984,6,30,3,29,56,-114.136,29.348,0,10,0,4.4,124,0,0,0,0,0,0,0,0,0,0,4.6,166
1984,7,2,4,50,0,-99.03,15.84,0,33,0,0,0,6,132,0,0,0,0,0,0,0,0,6,165
1984,7,2,4,50,44,-98.464,16.822,0,46.4,0,5.9,124,0,0,0,0,6.4,163,0,0,0,0,6.4,164
1984,7,14,7,32,44,-99.919,15.698,0,10,0,0,0,0,0,0,0,0,0,0,0,4.2,150,4.1,168
1984,7,14,21,3,48,-99.74,17.335,0,48.3,0,5.2,124,0,0,0,0,0,0,0,0,0,0,5.7,166
1984,7,15,21,0,26,-106.264,21.033,0,72.8,0,4.6,120,0,0,0,0,0,0,0,0,0,0,4.9,166
1984,7,16,16,37,7,-95.802,17.112,0,15,0,4.2,120,0,0,0,0,0,0,0,0,0,0,4.3,166
1984,7,17,0,0,17,-90.801,14.035,0,119.3,0,4.7,124,0,0,0,0,0,0,0,0,0,0,5,166
1984,7,20,18,19,0,-96.57,15.52,0,5,0,0,0,3.1,132,0,0,0,0,0,0,0,0,4.7,165
1984,7,20,18,19,2,-96.036,14.749,0,10,0,4.4,124,0,0,0,0,0,0,0,0,0,0,4.6,166
1984,8,4,11,13,21.2,-105.551,17.481,0,10,0,4.6,128,0,0,0,0,0,0,0,0,0,0,4.9,166
1984,8,8,13,56,47,-106.466,18.4,0,10,0,5.1,120,0,0,0,0,0,0,0,0,0,0,5.5,166
1984,8,17,15,58,44,-97.4,15.2,0,5,0,0,0,0,0,0,0,0,0,0,0,5.1,150,5.1,168
1984,8,19,11,6,43.6,-89.834,14.872,0,33,0,4.3,128,0,0,0,0,0,0,0,0,0,0,4.4,166
1984,8,26,5,2,11,-95.301,15.956,0,44.6,0,5.4,124,0,0,0,0,0,0,0,0,0,0,5.9,166
1984,9,1,23,11,13,-93.923,17.317,0,161.9,0,5.1,124,0,0,0,0,0,0,0,0,0,0,5.5,166
1984,9,6,20,34,0,-113.97,30.61,0,10,0,0,0,5.3,132,0,0,0,0,0,0,0,0,5.5,165
1984,9,7,11,3,13,-117.88,32.963,0,6,0,4.8,124,0,0,0,0,0,0,0,0,0,0,5.1,166
1984,9,15,23,12,20,-85.872,16.264,0,10,0,4.8,124,0,0,0,0,0,0,0,0,0,0,5.1,166
1984,9,19,20,55,22.1,-115.866,19.105,0,10,0,4.2,128,0,0,0,0,0,0,0,0,0,0,4.3,166
1984,9,25,14,39,10,-111.069,16.834,0,33,0,4.3,120,0,0,0,0,0,0,0,0,0,0,4.4,166
1984,9,26,1,22,37,-108.178,18.161,0,10,0,4.2,124,0,0,0,0,0,0,0,0,0,0,4.3,166
1984,10,3,12,46,23,-112.779,28.854,0,10,0,4.5,124,0,0,0,0,0,0,0,0,0,0,4.7,166
1984,10,9,23,2,32,-109.052,24.895,0,37.2,0,5.2,124,0,0,0,0,0,0,0,0,0,0,5.7,166
1984,10,13,17,18,13,-94.277,15.046,0,25.9,0,6.1,124,0,0,0,0,6.1,163,0,0,0,0,6.1,164
1984,10,15,14,17,0,-109.585,26.209,0,33,0,4.8,120,0,0,0,0,0,0,0,0,0,0,5.1,166
1984,10,16,15,37,0,-116.515,32.06,0,26.4,0,0,0,3.9,132,0,0,0,0,0,0,0,0,4.8,165
1984,10,21,23,34,41,-98.325,15.365,0,33,0,4.9,120,0,0,0,0,0,0,0,0,0,0,5.3,166
1984,10,25,8,18,12.7,-110.276,26.182,0,10,0,5.2,128,0,0,0,0,0,0,0,0,0,0,5.7,166
1984,10,28,18,35,56,-93.613,14.4,0,47.4,0,4.8,120,0,0,0,0,0,0,0,0,0,0,5.1,166
1984,10,31,20,44,2.2,-89.796,14.282,0,259.2,0,4.2,128,0,0,0,0,0,0,0,0,0,0,4.3,166
1984,11,10,18,36,35.2,-97.187,15.657,0,33,0,4.2,128,0,0,0,0,0,0,0,0,0,0,4.3,166
1984,11,10,18,36,42,-97.098,16.232,0,58.3,0,4.4,120,0,0,0,0,0,0,0,0,0,0,4.6,166
1984,11,18,8,33,40,-100.884,18.92,0,33,0,4.4,124,0,0,0,0,0,0,0,0,0,0,4.6,166
1984,11,19,4,30,12,-116.897,18.941,0,33,0,4.6,120,0,0,0,0,0,0,0,0,0,0,4.9,166
1984,11,22,20,46,30,-106.173,26.362,0,5,0,4.1,124,0,0,0,0,0,0,0,0,0,0,4.2,166
1984,11,23,10,51,28.1,-88.784,15.925,0,33,0,4.1,128,0,0,0,0,0,0,0,0,0,0,4.2,166
1984,11,23,10,51,31,-89.068,16.177,0,33,0,4.1,124,0,0,0,0,0,0,0,0,0,0,4.2,166
1984,11,27,13,50,37,-114.881,20.529,0,33,0,4.3,120,0,0,0,0,0,0,0,0,0,0,4.4,166
1984,12,2,6,9,44,-115.792,20.327,0,10,0,6,124,0,0,0,0,6.4,163,0,0,0,0,6.4,164
1984,12,6,21,41,22,-97.555,15.96,0,4,0,0,0,0,0,0,0,0,0,0,0,4.3,150,4.2,168
1984,12,13,8,10,12,-96.477,16.138,0,44.6,0,5.4,124,0,0,0,0,0,0,0,0,0,0,5.9,166
1984,12,14,14,46,9,-96.263,16.708,0,40.7,0,4,120,0,0,0,0,0,0,0,0,0,0,4,166
1984,12,15,18,57,8,-88.668,14.882,0,33,0,4.9,124,0,0,0,0,0,0,0,0,0,0,5.3,166
1984,12,30,7,54,38,-89.977,15.861,0,33,0,4.5,120,0,0,0,0,0,0,0,0,0,0,4.7,166
1985,1,7,15,8,16,-99.705,16.723,0,33,0,4.9,120,0,0,0,0,0,0,0,0,0,0,5.3,166
1985,1,20,13,50,0,-103.41,17.38,0,33,0,0,0,3.3,132,0,0,0,0,0,0,0,0,4.7,165
1985,2,11,0,13,53,-94.999,16.633,0,89,0,5.2,123,0,0,0,0,0,0,0,0,0,0,5.7,166
1985,2,17,0,1,33.9,-100.456,18.023,0,66.1,0,4.6,128,0,0,0,0,0,0,0,0,0,0,4.9,166
1985,2,18,20,35,3,-87.388,13.801,0,195.5,0,4.3,120,0,0,0,0,0,0,0,0,0,0,4.4,166
1985,3,10,8,28,59.5,-105.259,16.09,0,10,0,4.7,128,0,0,0,0,0,0,0,0,0,0,5,166
1985,3,14,11,8,21,-99.156,13.948,0,15,0,4.1,123,0,0,0,0,0,0,0,0,0,0,4.2,166
1985,3,14,11,8,32.2,-98.437,14.691,0,33,0,4.1,128,0,0,0,0,0,0,0,0,0,0,4.2,166
1985,3,19,16,52,15.6,-96.398,18.474,0,33,0,4.3,128,0,0,0,0,0,0,0,0,0,0,4.4,166
1985,4,17,6,42,9,-105.96,14.992,0,10,0,4,123,0,0,0,0,0,0,0,0,0,0,4,166
1985,4,17,8,28,52.7,-105.201,15.273,0,10,0,0,0,4.5,132,0,0,0,0,0,0,0,0,5,165
1985,4,20,2,37,29.9,-105.102,18.386,0,33,0,4.2,128,0,0,0,0,0,0,0,0,0,0,4.3,166
1985,5,4,12,47,0,-113.06,16.38,0,9,0,0,0,3.7,132,0,0,0,0,0,0,0,0,4.8,165
1985,5,4,12,47,10,-113.529,16.668,0,10,0,4.7,128,0,0,0,0,0,0,0,0,0,0,5,166
1985,5,8,23,40,20,-115.866,31.953,0,3.7,0,5.1,123,0,0,0,0,0,0,0,0,0,0,5.5,166
1985,5,23,9,24,0,-91.57,16.62,0,100,0,0,0,3.3,132,0,0,0,0,0,0,0,0,4.7,165
1985,6,2,6,37,43.4,-91.793,15.423,0,167.5,0,5,128,0,0,0,0,0,0,0,0,0,0,5.4,166
1985,6,3,2,45,30,-90.051,13.231,0,29,0,5.2,120,6,131,0,0,6.3,157,0,0,0,0,6.3,164
1985,6,3,23,30,2,-106.987,17.667,0,10,0,4.7,120,0,0,0,0,0,0,0,0,0,0,5,166
1985,6,11,8,4,58.3,-104.494,19.066,0,83.2,0,4.6,128,0,0,0,0,0,0,0,0,0,0,4.9,166
1985,6,18,3,22,27,-117.28,32.619,0,6,0,0,0,0,0,0,0,0,0,0,0,4,149,3.9,168
1985,6,21,18,3,20,-92.646,13.11,0,33,0,4.7,123,0,0,0,0,0,0,0,0,0,0,5,166
1985,6,23,10,14,24.4,-100.782,16.734,0,33,0,4,128,0,0,0,0,0,0,0,0,0,0,4,166
1985,6,28,0,46,40,-88.048,15.986,0,33,0,4.9,120,0,0,0,0,0,0,0,0,0,0,5.3,166
1985,6,28,0,46,45.9,-87.783,16.722,0,33,0,4.7,128,0,0,0,0,0,0,0,0,0,0,5,166
1985,7,6,10,34,46.2,-114.277,31.162,0,10,0,4.3,128,0,0,0,0,0,0,0,0,0,0,4.4,166
1985,7,8,10,33,20,-108.453,19.536,0,10,0,5.4,123,0,0,0,0,0,0,0,0,0,0,5.9,166
1985,7,16,0,2,27.7,-108.227,25.524,0,10,0,4.3,128,0,0,0,0,0,0,0,0,0,0,4.4,166
1985,7,18,2,37,26,-92.048,17.634,0,285,0,4.3,123,0,0,0,0,0,0,0,0,0,0,4.4,166
1985,7,18,2,37,28.3,-92.008,18.339,0,284.7,0,4.3,128,0,0,0,0,0,0,0,0,0,0,4.4,166
1985,7,28,20,30,49.6,-111.831,26.224,0,10,0,4.6,128,0,0,0,0,0,0,0,0,0,0,4.9,166
1985,7,28,20,31,3,-111.197,27.185,0,10,0,4.6,123,0,0,0,0,0,0,0,0,0,0,4.9,166
1985,7,29,11,35,52,-94.609,17.687,0,39.2,0,5.3,123,0,0,0,0,0,0,0,0,0,0,5.8,166
1985,8,24,20,27,14,-108.486,21.804,0,10,0,0,0,0,0,0,0,5.6,163,0,0,0,0,5.6,164
1985,9,15,7,57,54,-97.163,17.976,0,63.1,0,6,120,0,0,0,0,6,163,0,0,0,0,6,164
1985,9,19,13,17,49,-102.71,18.14,2; 13,16,96; 97; 98,0,0,8.1,13; 4; 43,0,0,8.1,78,0,0,0,0,8.1,164
1985,9,20,9,2,0,-97.92,14.77,0,16,0,0,0,4.1,132,0,0,0,0,0,0,0,0,4.9,165
1985,9,21,1,37,12,-101.8,17.6,2,20,96; 97; 98,0,0,7.6,13; 4; 43,0,0,7.5,78,0,0,0,0,7.5,164
1985,9,29,8,59,41.1,-99.987,16.067,0,33,0,4,128,0,0,0,0,0,0,0,0,0,0,4,166
1985,9,30,3,58,11.6,-105.039,19.384,0,33,0,4.2,128,0,0,0,0,0,0,0,0,0,0,4.3,166
1985,10,7,19,58,19,-96.184,19.76,0,33,0,0,0,0,0,0,0,0,0,0,0,4.1,153,4,168
1985,10,11,3,39,11,-90.892,15.295,0,5,0,4.6,120,0,0,0,0,0,0,0,0,0,0,4.9,166
1985,10,17,21,57,29,-93.54,13.86,0,33,0,4.4,123,0,0,0,0,0,0,0,0,0,0,4.6,166
1985,10,17,22,34,12,-94.171,14.265,0,33,0,4.8,128,0,0,0,0,0,0,0,0,0,0,5.1,166
1985,10,30,2,30,41.1,-100.298,16.799,0,33,0,4.5,128,0,0,0,0,0,0,0,0,0,0,4.7,166
1985,11,9,13,22,41,-85.33,16.244,0,33,0,4,120,4.1,131,0,0,0,0,0,0,0,0,4.9,165
1985,11,12,11,41,2,-103.898,18.573,0,33,0,4.1,123,0,0,0,0,0,0,0,0,0,0,4.2,166
1985,11,13,4,12,10.2,-91.172,15.9,0,33,0,4.3,128,0,0,0,0,0,0,0,0,0,0,4.4,166
1985,11,16,4,22,38.4,-92.963,16.21,0,160.4,0,4.7,128,0,0,0,0,0,0,0,0,0,0,5,166
1985,11,28,7,20,7.9,-89.875,14.176,0,270.8,0,4.4,128,0,0,0,0,0,0,0,0,0,0,4.6,166
1985,12,2,1,1,47.5,-87.167,13.064,0,190,0,4.5,128,0,0,0,0,0,0,0,0,0,0,4.7,166
1985,12,12,21,48,7,-93.067,14.106,0,33,0,4.9,123,0,0,0,0,0,0,0,0,0,0,5.3,166
1985,12,16,2,22,22,-103.468,17.98,0,33,0,4.2,123,0,0,0,0,0,0,0,0,0,0,4.3,166
1985,12,22,0,25,5,-104.459,15.244,0,10,0,4.6,120,4.1,131,0,0,0,0,0,0,0,0,4.9,165
1986,1,4,2,50,27.9,-109.437,19.474,0,10,0,0,0,4.6,132,0,0,0,0,0,0,0,0,5.1,165
1986,1,7,0,55,55,-112.801,27.635,0,10,0,4.3,123,0,0,0,0,0,0,0,0,0,0,4.4,166
1986,1,24,18,3,30,-100.892,17.241,0,33,0,4.6,120,0,0,0,0,0,0,0,0,0,0,4.9,166
1986,1,26,0,55,48.4,-101.565,16.282,0,33,0,4,128,0,0,0,0,0,0,0,0,0,0,4,166
1986,2,1,3,31,39,-99.934,17.47,0,33,0,4.1,123,0,0,0,0,0,0,0,0,0,0,4.2,166
1986,2,1,10,10,22,-113.966,29.42,0,10,0,4.5,123,0,0,0,0,0,0,0,0,0,0,4.7,166
1986,2,4,14,15,38,-87.972,13.581,0,33,0,4.5,120,0,0,0,0,0,0,0,0,0,0,4.7,166
1986,2,15,21,37,48.6,-91.414,14.774,0,136.1,0,0,0,0,0,0,0,5.9,163,0,0,0,0,5.9,164
1986,2,19,8,1,52.2,-85.94,13.068,0,33,0,4.6,128,0,0,0,0,0,0,0,0,0,0,4.9,166
1986,2,26,22,49,59,-100.095,24.766,0,33,0,4.8,120,0,0,0,0,0,0,0,0,0,0,5.1,166
1986,3,2,12,20,48,-108.83,24.075,0,10,0,4.8,120,0,0,0,0,0,0,0,0,0,0,5.1,166
1986,3,3,9,46,0,-96.33,15.01,0,33,0,0,0,3.3,132,0,0,0,0,0,0,0,0,4.7,165
1986,3,10,2,2,54,-112.306,27.511,0,10,0,4.1,123,0,0,0,0,0,0,0,0,0,0,4.2,166
1986,3,24,10,34,2,-91.71,14.332,43; 71,33,71,0,0,0,0,0,0,0,0,0,0,6.5,71,7.2,168
1986,3,24,19,43,23.9,-113.571,18.08,0,10,0,5.1,128,0,0,0,0,0,0,0,0,0,0,5.5,166
1986,3,27,9,19,43,-111.288,28.756,0,10,0,4.4,123,0,0,0,0,0,0,0,0,0,0,4.6,166
1986,3,29,3,8,29,-90.601,14.18,0,162.1,0,5.2,120,0,0,0,0,0,0,0,0,0,0,5.7,166
1986,4,1,22,8,51.8,-90.962,13.381,0,48.1,0,4.7,128,0,0,0,0,0,0,0,0,0,0,5,166
1986,4,3,20,1,22,-92.055,13.406,0,33,0,4.7,120,0,0,0,0,0,0,0,0,0,0,5,166
1986,4,27,16,14,29,-113.882,30.541,0,10,0,5,123,0,0,0,0,0,0,0,0,0,0,5.4,166
1986,4,30,7,7,18,-103,18.4,2,21,96; 97; 98,0,0,7,43,0,0,6.9,78,0,0,0,0,6.9,164
1986,5,4,0,19,31,-110.256,27.151,0,10,0,4.4,123,0,0,0,0,0,0,0,0,0,0,4.6,166
1986,5,24,10,39,42.9,-95.646,15.527,0,33,0,0,0,5.2,132,0,0,0,0,0,0,0,0,5.4,165
1986,6,3,20,55,5,-105.717,17.742,0,10,0,5,128,0,0,0,0,0,0,0,0,0,0,5.4,166
1986,6,9,21,42,16,-95.014,18.816,0,33,0,4.7,120,0,0,0,0,0,0,0,0,0,0,5,166
1986,6,12,1,44,54,-104.774,17.936,0,33,0,4.2,123,0,0,0,0,0,0,0,0,0,0,4.3,166
1986,6,12,1,45,5.7,-104.99,19.156,0,33,0,4.2,128,0,0,0,0,0,0,0,0,0,0,4.3,166
1986,6,12,2,0,18,-96.775,16.265,0,33,0,4,123,0,0,0,0,0,0,0,0,0,0,4,166
1986,6,21,0,37,30.9,-97.974,15.713,0,33,0,4.7,128,0,0,0,0,0,0,0,0,0,0,5,166
1986,6,21,0,37,41,-97.895,16.51,0,33,0,4.7,123,0,0,0,0,0,0,0,0,0,0,5,166
1986,7,5,22,9,38,-92.587,15.45,0,124.3,0,5.5,120,0,0,0,0,0,0,0,0,0,0,6.1,166
1986,7,9,22,19,0,-97.93,17.13,0,54,0,0,0,3.1,132,0,0,0,0,0,0,0,0,4.7,165
1986,7,13,13,47,10,-117.932,32.921,0,10,0,0,0,0,0,0,0,5.8,159,0,0,0,0,5.8,164
1986,7,24,6,5,47,-109.632,25.202,0,10,0,4.5,120,0,0,0,0,0,0,0,0,0,0,4.7,166
1986,8,2,17,49,25,-88.801,13.061,0,84,0,5.4,123,0,0,0,0,0,0,0,0,0,0,5.9,166
1986,9,5,14,22,9,-111.396,28.089,0,10,0,5,123,0,0,0,0,0,0,0,0,0,0,5.4,166
1986,9,16,14,43,22,-104.148,17.486,0,15,0,4.2,123,0,0,0,0,0,0,0,0,0,0,4.3,166
1986,9,25,6,15,0,-108.83,22.88,0,5,0,0,0,4.8,132,0,0,0,0,0,0,0,0,5.2,165
1986,9,25,6,15,54.8,-108.061,23.032,0,10,0,0,0,0,0,0,0,6,163,0,0,0,0,6,164
1986,9,27,2,34,30,-92.768,13.59,0,33,0,4.7,120,0,0,0,0,0,0,0,0,0,0,5,166
1986,10,1,6,30,40,-104.5,17.056,0,33,0,4.2,123,0,0,0,0,0,0,0,0,0,0,4.3,166
1986,10,10,17,49,24.1,-89.118,13.827,0,7,0,0,0,0,0,0,0,5.7,163,0,0,0,0,5.7,164
1986,10,16,0,37,16,-104.435,14.455,0,10,0,4.3,120,0,0,0,0,0,0,0,0,0,0,4.4,166
1986,10,29,2,38,0,-117.125,32.654,0,8,0,0,0,3.2,132,0,0,0,0,0,0,0,0,4.7,165
1986,11,4,20,38,54,-97.197,16.559,0,64,0,4.5,128,0,0,0,0,0,0,0,0,0,0,4.7,166
1986,12,1,19,20,2,-97.086,15.878,0,33,0,4.7,120,0,0,0,0,0,0,0,0,0,0,5,166
