Year,Month,Day,Hour,Minute,Second,Longitude,Latitude,Code,Depth,Code,Mb,code,Ms1,Code,Ms2,Code,Mw,Code,MD,Code,ML,Code,Mweq,Code
1999,4,20,10,32,0,-102.93,17.8,0,16,0,0,0,3.1,132,0,0,0,0,0,0,0,0,4.7,165
1999,4,23,8,58,57.3,-104.813,17.921,0,33,0,0,0,0,0,0,0,5.4,163,0,0,0,0,5.4,164
1999,4,24,1,48,0,-106.44,20.08,0,16,0,0,0,3.2,132,0,0,0,0,0,0,0,0,4.7,165
1999,4,28,19,8,0,-115.535,30.298,0,6.8,0,0,0,4.1,132,0,0,0,0,0,0,0,0,4.9,165
1999,4,28,19,33,59,-115.197,29.679,0,2.5,0,4.4,123,0,0,0,0,0,0,0,0,0,0,4.6,166
1999,5,3,16,18,0,-118.11,32.71,0,6,0,0,0,3.4,132,0,0,0,0,0,0,0,0,4.7,165
1999,5,5,22,41,29,-94.765,14.316,0,15,0,5.9,120,5.6,131,0,0,6.3,157,0,0,0,0,6.3,164
1999,5,8,17,12,41,-92.14,13.59,0,50,0,0,0,0,0,0,0,0,0,0,0,6.4,152,6.5,168
1999,5,8,22,12,41,-92.14,13.59,83,50,83,5.3,47,5.7,83,0,0,6.1,163,0,0,6.4,83,6.1,164
1999,5,10,18,53,0,-103.61,19.52,0,2,0,0,0,3.2,132,0,0,0,0,0,0,0,0,4.7,165
1999,5,14,3,1,0,-91.45,17.37,0,92,0,0,0,3.2,132,0,0,0,0,0,0,0,0,4.7,165
1999,5,16,10,12,43,-91.495,15.695,0,186.2,0,4,120,0,0,0,0,0,0,0,0,0,0,4,166
1999,5,19,18,40,0.4,-92.929,15.896,0,94.8,0,4.7,128,0,0,0,0,0,0,0,0,0,0,5,166
1999,5,22,2,39,25,-109.269,19.844,0,10,0,4.2,128,0,0,0,0,0,0,0,0,0,0,4.3,166
1999,5,29,7,14,0,-106.07,19.7,0,35,0,0,0,3.9,132,0,0,0,0,0,0,0,0,4.8,165
1999,5,29,8,39,0.7,-93.885,13.871,0,33,0,4,128,0,0,0,0,0,0,0,0,0,0,4,166
1999,6,3,0,2,32,-95.578,15.35,0,27,0,4.8,123,0,0,0,0,0,0,0,0,0,0,5.1,166
1999,6,4,13,15,0,-114.189,29.843,0,10,0,0,0,4.3,132,0,0,0,0,0,0,0,0,5,165
1999,6,15,20,42,4,-97.51,18.18,83,69,83,6.4,90,0,0,0,0,6.9,78,0,0,7,83,6.9,164
1999,6,19,8,2,0,-116.706,31.897,0,14.3,0,0,0,3.1,132,0,0,0,0,0,0,0,0,4.7,165
1999,7,3,1,48,33,-111.118,17.444,0,1,0,4.1,117,0,0,0,0,0,0,0,0,0,0,4.2,166
1999,7,11,11,24,0,-95.16,14.94,0,28,0,0,0,3.6,132,0,0,0,0,0,0,0,0,4.7,165
1999,7,11,14,14,16,-88.319,15.788,0,6.4,0,0,0,0,0,0,0,6.7,157,0,0,0,0,6.7,164
1999,7,12,14,19,4,-89.06,14.699,0,19.8,0,0,0,0,0,0,0,0,0,4,134,0,0,3.9,167
1999,7,12,20,52,2,-88.617,16.525,0,72.9,0,0,0,0,0,0,0,0,0,0,0,3.8,143,3.7,168
1999,7,16,17,24,51,-108.383,25.009,0,10,0,4.8,120,0,0,0,0,0,0,0,0,0,0,5.1,166
1999,7,19,22,9,0,-116.72,33.63,0,14,0,0,0,4,132,0,0,0,0,0,0,0,0,4.9,165
1999,7,20,0,30,40.5,-108.87,19.129,0,10,0,4.4,128,0,0,0,0,0,0,0,0,0,0,4.6,166
1999,7,25,17,45,0,-98.51,15.44,0,15,0,0,0,3.1,132,0,0,0,0,0,0,0,0,4.7,165
1999,7,26,4,8,0,-97.27,15.15,0,17,0,0,0,3.4,132,0,0,0,0,0,0,0,0,4.7,165
1999,7,29,21,50,42,-94.225,17.059,0,134,0,5,123,0,0,0,0,0,0,0,0,0,0,5.4,166
1999,8,3,9,37,0,-114.301,31.322,0,6.2,0,0,0,3.4,132,0,0,0,0,0,0,0,0,4.7,165
1999,8,5,8,25,17,-86.487,13.011,0,168.5,0,0,0,0,0,0,0,0,0,4,134,0,0,3.9,167
1999,8,10,6,33,0,-117.66,33.53,0,11.3,0,0,0,3.1,132,0,0,0,0,0,0,0,0,4.7,165
1999,8,10,18,44,0,-116,33.27,0,3.1,0,0,0,3.1,132,0,0,0,0,0,0,0,0,4.7,165
1999,8,15,4,11,42.1,-103.094,19.101,0,85.7,0,0,0,0,0,0,0,5.3,163,0,0,0,0,5.3,164
1999,8,24,13,4,0,-114.618,32.05,0,15.5,0,0,0,4.9,132,0,0,0,0,0,0,0,0,5.2,165
1999,8,26,14,31,0,-100.64,17.94,0,62,0,0,0,3.2,132,0,0,0,0,0,0,0,0,4.7,165
1999,9,8,0,42,0,-98.34,17.63,0,36,0,0,0,3.6,132,0,0,0,0,0,0,0,0,4.7,165
1999,9,10,13,40,0,-115.249,32.376,0,2.8,0,0,0,5.3,132,0,0,0,0,0,0,0,0,5.5,165
1999,9,13,5,45,6.8,-91.979,15.831,0,253.5,0,4.2,128,0,0,0,0,0,0,0,0,0,0,4.3,166
1999,9,16,8,59,50,-87.541,16.546,0,35.4,0,0,0,0,0,0,0,4.7,156,0,0,0,0,4.7,164
1999,9,20,0,16,0,-117.858,31.335,0,5.6,0,0,0,3.5,132,0,0,0,0,0,0,0,0,4.7,165
1999,9,22,22,20,21,-110.068,26.648,0,10,0,4.3,128,0,0,0,0,0,0,0,0,0,0,4.4,166
1999,9,25,6,8,0,-115.741,31.967,0,8.5,0,0,0,3,132,0,0,0,0,0,0,0,0,4.7,165
1999,9,30,16,31,13,-97.03,15.95,83,16,83,6.5,90,0,0,0,0,7.5,78,0,0,7.6,83,7.5,164
1999,10,1,18,38,0,-114.043,31.681,0,13,0,0,0,3.2,132,0,0,0,0,0,0,0,0,4.7,165
1999,10,8,17,37,46.4,-109.519,25.093,0,10,0,0,0,0,0,0,0,5.2,163,0,0,0,0,5.2,164
1999,10,9,21,8,59,-112.98,29.339,0,10,0,4.9,123,0,0,0,0,0,0,0,0,0,0,5.3,166
1999,10,10,10,33,0,-116.402,31.471,0,23,0,0,0,3.1,132,0,0,0,0,0,0,0,0,4.7,165
1999,10,16,9,46,0,-116.27,34.59,0,1,0,0,0,7.1,132,0,0,7.1,43,0,0,0,0,7.1,164
1999,10,16,13,19,0,-100.86,15.56,0,5,0,0,0,3.4,132,0,0,0,0,0,0,0,0,4.7,165
1999,10,16,17,15,0,-110.75,30.75,0,5,0,0,0,3.7,132,0,0,0,0,0,0,0,0,4.8,165
1999,10,16,22,33,3,-108.125,19.114,0,10,0,4,123,0,0,0,0,0,0,0,0,0,0,4,166
1999,11,6,15,3,0,-96.71,17.58,0,84,0,0,0,3.7,132,0,0,0,0,0,0,0,0,4.8,165
1999,11,8,2,36,44,-100.686,17.302,0,22.8,0,4.7,123,0,0,0,0,0,0,0,0,0,0,5,166
1999,11,17,8,2,0,-98.97,16.15,0,22,0,0,0,4.1,132,0,0,0,0,0,0,0,0,4.9,165
1999,11,18,3,21,0,-103.96,18.12,0,7,0,0,0,3.6,132,0,0,0,0,0,0,0,0,4.7,165
1999,11,21,0,45,45,-109.71,20.36,0,10,0,0,0,0,0,0,0,0,0,0,0,5.6,152,5.6,168
1999,11,21,6,46,19.2,-107.168,18.544,0,33,0,0,0,0,0,0,0,6.2,163,0,0,0,0,6.2,164
1999,12,7,14,49,0,-101.54,17.16,0,76,0,0,0,4.2,132,0,0,0,0,0,0,0,0,4.9,165
1999,12,8,22,1,0,-105.14,18.62,0,45,0,0,0,4.1,132,0,0,0,0,0,0,0,0,4.9,165
1999,12,12,11,57,31,-91.61,14.54,0,136,0,0,0,0,0,0,0,0,0,0,0,6,152,6.1,168
1999,12,14,8,21,2,-104.797,19.545,0,35,0,4.7,123,0,0,0,0,0,0,0,0,0,0,5,166
1999,12,14,23,31,34.8,-85.797,17.388,0,33,0,4.3,128,0,0,0,0,0,0,0,0,0,0,4.4,166
1999,12,15,0,0,44.4,-85.134,17.189,0,10,0,0,0,0,0,0,0,5.7,163,0,0,0,0,5.7,164
1999,12,15,11,27,36,-104.567,14.743,0,10,0,4.5,123,0,0,0,0,0,0,0,0,0,0,4.7,166
1999,12,17,11,16,23,-103.644,14.623,0,33,0,4.2,123,0,0,0,0,0,0,0,0,0,0,4.3,166
1999,12,17,13,51,0,-95.96,17.22,0,135,0,0,0,3.6,132,0,0,0,0,0,0,0,0,4.7,165
1999,12,17,16,20,0,-104.94,22.29,0,154,0,0,0,3.1,132,0,0,0,0,0,0,0,0,4.7,165
1999,12,21,18,39,50,-113.395,17.445,0,10,0,0,0,0,0,0,0,5.4,157,0,0,0,0,5.4,164
1999,12,29,5,19,47,-101.495,18.24,0,66.7,0,5.9,120,0,0,0,0,0,0,0,0,0,0,6.6,166
1999,12,30,14,52,27,-108.675,25.523,0,10,0,4,120,0,0,0,0,0,0,0,0,0,0,4,166
2000,1,14,10,59,45,-92.423,16.212,0,236.4,0,5,123,0,0,0,0,0,0,0,0,0,0,5.4,166
2000,1,14,22,22,54,-91.993,19.453,0,10,0,4.3,123,0,0,0,0,0,0,0,0,0,0,4.4,166
2000,1,15,8,24,0,-94.96,17.18,0,162,0,0,0,3.7,132,0,0,0,0,0,0,0,0,4.8,165
2000,2,1,2,0,10.7,-88.847,13.01,0,55.1,0,0,0,0,0,0,0,5.2,163,0,0,0,0,5.2,164
2000,2,12,16,26,32,-87.374,15.197,0,20,0,0,0,0,0,0,0,0,0,4,134,0,0,3.9,167
2000,2,14,13,55,29,-86.24,16.821,0,20,0,4.6,123,0,0,0,0,0,0,0,0,0,0,4.9,166
2000,2,14,14,7,27,-86.19,17.298,0,133.7,0,3.6,120,0,0,0,0,0,0,0,0,0,0,3.5,166
2000,2,14,15,3,21,-85.686,17.763,0,33,0,3.7,123,0,0,0,0,0,0,0,0,0,0,3.6,166
2000,2,24,16,17,10.7,-89.664,13.448,0,62.7,0,4.7,128,0,0,0,0,0,0,0,0,0,0,5,166
2000,2,26,4,5,24,-85.073,13.06,0,20,0,0,0,0,0,0,0,4.6,156,0,0,0,0,4.6,164
2000,2,28,18,58,34,-85.246,16.008,0,1,0,0,0,0,0,0,0,0,0,0,0,4,146,3.9,168
2000,3,2,6,3,3,-111.662,26.074,0,10,0,4.4,123,0,0,0,0,0,0,0,0,0,0,4.6,166
2000,3,4,20,55,0,-98.57,18.84,0,4,0,0,0,3.1,132,0,0,0,0,0,0,0,0,4.7,165
2000,3,7,4,32,16.5,-104.205,19.146,0,10,0,0,0,0,0,0,0,5.4,163,0,0,0,0,5.4,164
2000,3,12,3,44,0,-99.29,20.1,0,5,0,0,0,3.1,132,0,0,0,0,0,0,0,0,4.7,165
2000,3,12,22,21,31,-92.426,15.096,0,62.6,0,0,0,0,0,0,0,6.3,157,0,0,0,0,6.3,164
2000,3,18,0,50,55.7,-99.218,17.176,0,33,0,4.8,128,0,0,0,0,0,0,0,0,0,0,5.1,166
2000,3,21,18,28,12.1,-98.851,16.664,0,33,0,4.8,128,0,0,0,0,0,0,0,0,0,0,5.1,166
2000,3,24,2,37,0,-96.17,15.47,0,10,0,0,0,3.4,132,0,0,0,0,0,0,0,0,4.7,165
2000,3,24,4,23,45,-111.304,27.56,0,9.4,0,0,0,0,0,0,0,5.6,157,0,0,0,0,5.6,164
2000,3,24,17,58,0,-95.58,18.91,0,28,0,0,0,3.1,132,0,0,0,0,0,0,0,0,4.7,165
2000,3,27,5,4,0,-93.05,14.68,0,17,0,0,0,3.9,132,0,0,0,0,0,0,0,0,4.8,165
2000,3,27,6,17,12,-91.521,16.76,0,99.5,0,0,0,0,0,0,0,0,0,4.1,137,0,0,4,167
2000,3,28,1,35,0,-102.18,17.01,0,16,0,0,0,3.4,132,0,0,0,0,0,0,0,0,4.7,165
2000,3,28,10,0,17,-89.173,15.857,0,36.8,0,0,0,0,0,0,0,0,0,4,134,0,0,3.9,167
2000,4,5,1,50,56,-112.947,28.74,0,10,0,4.3,120,4,131,0,0,0,0,0,0,0,0,4.9,165
2000,4,13,15,54,22.1,-95.249,15.985,0,54.5,0,0,0,0,0,0,0,5.1,163,0,0,0,0,5.1,164
2000,4,23,1,13,0,-95.35,16.8,0,169,0,0,0,3.1,132,0,0,0,0,0,0,0,0,4.7,165
2000,4,25,10,51,0,-99.43,15.56,0,16,0,0,0,3.9,132,0,0,0,0,0,0,0,0,4.8,165
2000,5,9,15,57,0,-95.89,16,0,53,0,0,0,3.1,132,0,0,0,0,0,0,0,0,4.7,165
2000,5,11,17,58,25,-97.962,16.251,0,29.4,0,4.9,123,0,0,0,0,0,0,0,0,0,0,5.3,166
2000,5,15,4,20,0,-95.45,17.23,0,105,0,0,0,3.1,132,0,0,0,0,0,0,0,0,4.7,165
2000,5,18,6,3,54.2,-90.881,15.518,0,33,0,0,0,0,0,0,0,0,0,4,140,0,0,3.9,167
2000,5,18,22,16,41.1,-94.625,15.298,0,28.5,0,4.7,128,0,0,0,0,0,0,0,0,0,0,5,166
2000,5,27,18,23,0,-104.76,18.98,0,7,0,0,0,3.6,132,0,0,0,0,0,0,0,0,4.7,165
2000,6,2,22,44,0,-94.48,18.13,0,46,0,0,0,3.1,132,0,0,0,0,0,0,0,0,4.7,165
2000,6,3,7,57,36.2,-94.186,16.077,0,33,0,5,128,0,0,0,0,0,0,0,0,0,0,5.4,166
2000,6,3,12,39,45,-104.85,15.377,0,10,0,4,120,4.1,131,0,0,0,0,0,0,0,0,4.9,165
2000,6,5,2,29,0,-98.42,15.93,0,2,0,0,0,3.4,132,0,0,0,0,0,0,0,0,4.7,165
2000,6,5,11,59,0,-96.29,18.77,0,16,0,0,0,3.6,132,0,0,0,0,0,0,0,0,4.7,165
2000,6,7,12,51,0,-114.293,28.848,0,10.9,0,0,0,3.7,132,0,0,0,0,0,0,0,0,4.8,165
2000,6,9,11,26,21,-90.38,14.383,0,33,0,5,128,0,0,0,0,0,0,0,0,0,0,5.4,166
2000,6,11,5,30,0,-97.25,17.24,0,87,0,0,0,3.4,132,0,0,0,0,0,0,0,0,4.7,165
2000,6,14,21,49,0,-115.505,32.885,0,4.9,0,0,0,4.4,132,0,0,0,0,0,0,0,0,5,165
2000,6,15,23,17,0,-101.63,25.16,0,16,0,0,0,3.9,132,0,0,0,0,0,0,0,0,4.8,165
2000,6,15,23,17,14,-101.173,25.533,0,16,0,4.6,123,0,0,0,0,0,0,0,0,0,0,4.9,166
2000,6,20,20,5,19,-86.534,16.276,0,10,0,3.9,120,0,0,0,0,0,0,0,0,0,0,3.9,166
2000,6,22,15,21,0,-100.77,16.51,0,5,0,0,0,4.1,132,0,0,0,0,0,0,0,0,4.9,165
2000,6,26,4,6,38,-89.224,15.462,0,67.1,0,0,0,0,0,0,0,0,0,0,0,4.5,143,4.5,168
2000,6,26,13,52,0,-98.88,15.66,0,14,0,0,0,3.2,132,0,0,0,0,0,0,0,0,4.7,165
2000,6,29,16,49,0,-94.21,16.84,0,140,0,0,0,3.1,132,0,0,0,0,0,0,0,0,4.7,165
2000,7,1,23,7,0,-92.94,17.4,0,5,0,0,0,3.6,132,0,0,0,0,0,0,0,0,4.7,165
2000,7,1,23,7,48,-92.148,17.287,0,2.8,0,4.2,120,0,0,0,0,0,0,0,0,0,0,4.3,166
2000,7,7,23,56,0,-96.65,14.62,0,20,0,0,0,3.1,132,0,0,0,0,0,0,0,0,4.7,165
2000,7,13,8,27,0,-115.422,31.124,0,12.7,0,0,0,3.2,132,0,0,0,0,0,0,0,0,4.7,165
2000,7,14,7,5,0,-93.74,17.41,0,164,0,0,0,3.1,132,0,0,0,0,0,0,0,0,4.7,165
2000,7,14,18,0,7,-85.585,18.298,0,1,0,4.1,119,0,0,0,0,0,0,0,0,0,0,4.2,166
2000,7,19,18,11,0,-94.75,16.51,0,147,0,0,0,3.1,132,0,0,0,0,0,0,0,0,4.7,165
2000,7,21,1,13,39,-98.97,18.09,0,48,0,0,0,0,0,0,0,0,0,0,0,6,152,6.1,168
2000,7,22,11,38,0,-93.4,16.57,0,206,0,0,0,3.7,132,0,0,0,0,0,0,0,0,4.8,165
2000,7,24,15,33,0,-103.83,19.78,0,127,0,0,0,3.1,132,0,0,0,0,0,0,0,0,4.7,165
2000,8,7,4,7,0,-100.42,15.91,0,55,0,0,0,3.1,132,0,0,0,0,0,0,0,0,4.7,165
2000,8,8,3,18,0,-114.138,30.75,0,13.8,0,0,0,4.3,132,0,0,0,0,0,0,0,0,5,165
2000,8,8,6,29,0,-104.8,20.03,0,14,0,0,0,3.2,132,0,0,0,0,0,0,0,0,4.7,165
2000,8,9,11,41,47.7,-102.66,17.99,47,16,0,0,0,6.9,93,0,0,6.5,43,0,0,0,0,6.5,164
2000,8,11,8,19,0,-96.42,19.57,0,8,0,0,0,3.1,132,0,0,0,0,0,0,0,0,4.7,165
2000,8,17,21,32,0,-95.47,17.86,0,39,0,0,0,3.6,132,0,0,0,0,0,0,0,0,4.7,165
2000,8,19,1,1,0,-116.304,33.305,0,13.8,0,0,0,3.5,132,0,0,0,0,0,0,0,0,4.7,165
2000,8,20,8,24,0,-94.37,17.68,0,163,0,0,0,3.9,132,0,0,0,0,0,0,0,0,4.8,165
2000,8,22,20,12,43,-93.164,13.771,0,10,0,4.1,120,5.3,131,0,0,0,0,0,0,0,0,5.5,165
2000,8,23,10,46,23,-108.45,20.27,0,34,0,0,0,0,0,0,0,0,0,0,0,5.4,152,5.4,168
2000,8,23,15,20,19,-108.562,22.18,0,10,0,4,123,0,0,0,0,0,0,0,0,0,0,4,166
2000,8,23,15,46,11.6,-108.814,21.335,0,10,0,0,0,0,0,0,0,5.5,163,0,0,0,0,5.5,164
2000,8,24,21,42,0,-117.661,32.188,0,13.4,0,0,0,3.1,132,0,0,0,0,0,0,0,0,4.7,165
2000,8,25,15,23,16,-113.444,29.88,0,10,0,4.4,123,0,0,0,0,0,0,0,0,0,0,4.6,166
2000,8,27,6,57,22.3,-89.129,14.089,0,33,0,4.4,128,0,0,0,0,0,0,0,0,0,0,4.6,166
2000,8,30,16,31,12,-97.042,15.943,0,21.5,0,0,0,0,0,0,0,0,0,4.8,137,0,0,4.8,167
2000,9,17,21,18,47,-95.128,15.106,0,9.6,0,4.7,120,0,0,0,0,0,0,0,0,0,0,5,166
2000,9,18,11,34,24,-109.491,25.14,0,10,0,4.4,120,4.5,131,0,0,0,0,0,0,0,0,5,165
2000,9,20,6,24,59,-99.887,24.643,0,33,0,4.2,123,0,0,0,0,0,0,0,0,0,0,4.3,166
2000,9,22,13,49,19,-109.232,26.072,0,10,0,4.2,123,0,0,0,0,0,0,0,0,0,0,4.3,166
2000,9,28,4,29,0,-115.806,31.6,0,13.4,0,0,0,4,132,0,0,0,0,0,0,0,0,4.9,165
2000,9,28,17,19,0,-100.71,17.2,0,46,0,0,0,3.2,132,0,0,0,0,0,0,0,0,4.7,165
2000,10,1,4,46,0,-115.085,32.168,0,19.6,0,0,0,3.9,132,0,0,0,0,0,0,0,0,4.8,165
2000,10,3,12,46,40,-113.889,29.208,0,6,0,4.1,120,0,0,0,0,0,0,0,0,0,0,4.2,166
2000,10,18,8,52,0,-115.152,29.963,0,1.3,0,0,0,4.4,132,0,0,0,0,0,0,0,0,5,165
2000,11,1,6,32,0,-103.63,18.89,0,206,0,0,0,3.1,132,0,0,0,0,0,0,0,0,4.7,165
2000,11,20,2,39,0,-102.05,19.52,0,78,0,0,0,3.1,132,0,0,0,0,0,0,0,0,4.7,165
2000,11,24,21,45,48.2,-112.987,28.19,0,10,0,4.9,128,0,0,0,0,0,0,0,0,0,0,5.3,166
2000,12,3,22,42,11,-94.09,14.27,0,7,0,0,0,0,0,0,0,0,0,0,0,6,152,6.1,168
2000,12,4,8,57,9,-111.923,26.908,0,10,0,4,123,0,0,0,0,0,0,0,0,0,0,4,166
2000,12,6,6,9,0,-105.13,22.28,0,6,0,0,0,3.1,132,0,0,0,0,0,0,0,0,4.7,165
2000,12,8,10,56,13,-108.35,22.83,0,15,0,0,0,0,0,0,0,0,0,0,0,5.5,152,5.5,168
2000,12,8,16,56,18,-107.555,22.717,0,4.6,0,0,0,0,0,0,0,5.5,157,0,0,0,0,5.5,164
2000,12,8,22,36,0,-97.43,18.27,0,50,0,0,0,3.1,132,0,0,0,0,0,0,0,0,4.7,165
2000,12,9,6,46,9,-90.134,28.017,0,10,0,0,0,4.3,131,0,0,0,0,0,0,0,0,5,165
2000,12,9,13,14,0,-97.92,15.02,0,63,0,0,0,3.6,132,0,0,0,0,0,0,0,0,4.7,165
2000,12,13,13,11,1,-87.134,15.206,0,33,0,3.9,123,0,0,0,0,0,0,0,0,0,0,3.9,166
2000,12,28,19,33,56,-112.011,27.381,0,10,0,4.1,123,0,0,0,0,0,0,0,0,0,0,4.2,166
2000,12,30,7,50,0,-97.12,16.67,0,28,0,0,0,3.2,132,0,0,0,0,0,0,0,0,4.7,165
2001,1,8,22,26,0,-93.24,15.83,0,128,0,0,0,3.7,132,0,0,0,0,0,0,0,0,4.8,165
2001,1,10,4,2,0,-100.56,17.61,0,62,0,0,0,3.2,132,0,0,0,0,0,0,0,0,4.7,165
2001,1,13,17,33,31,-88.702,13.076,0,38,0,6.3,120,0,0,0,0,7.7,157,0,0,0,0,7.7,164
2001,1,15,0,23,16,-89.844,15.139,0,44.8,0,4.9,120,4.5,131,0,0,5.3,157,0,0,0,0,5.3,164
2001,1,16,6,4,0,-114.493,29.857,0,8,0,0,0,3.1,132,0,0,0,0,0,0,0,0,4.7,165
2001,1,16,11,53,23,-89.655,13.96,0,0.8,0,4.4,120,4,131,0,0,0,0,0,0,0,0,4.9,165
2001,1,17,19,40,46,-110.96,26.5,0,5,0,0,0,0,0,0,0,0,0,0,0,5.1,152,5.1,168
2001,1,18,1,40,50.3,-110.315,26.074,0,10,0,0,0,0,0,0,0,5.3,163,0,0,0,0,5.3,164
2001,1,18,15,2,0,-99.56,16.44,0,6,0,0,0,3.7,132,0,0,0,0,0,0,0,0,4.8,165
2001,1,20,1,27,44,-87.572,16.944,0,33,0,4.5,120,0,0,0,0,0,0,0,0,0,0,4.7,166
2001,1,20,1,27,49.3,-86.939,17.057,0,114.5,0,4.1,128,0,0,0,0,0,0,0,0,0,0,4.2,166
2001,1,23,5,23,32.3,-90.907,14.017,0,64.4,0,0,0,0,0,0,0,5.9,163,0,0,0,0,5.9,164
2001,1,25,13,27,27.3,-87.802,13.279,0,33,0,4.7,128,0,0,0,0,0,0,0,0,0,0,5,166
2001,2,11,0,35,48,-101.673,18.359,0,56.3,0,4.6,123,0,0,0,0,0,0,0,0,0,0,4.9,166
2001,2,15,16,12,20,-109.41,22.97,0,10,0,0,0,0,0,0,0,0,0,0,0,5.1,152,5.1,168
2001,2,19,19,47,0,-96.84,15.2,0,15,0,0,0,4.4,132,0,0,0,0,0,0,0,0,5,165
2001,2,22,4,2,3,-87.59,15.046,0,5,0,3.7,120,0,0,0,0,0,0,0,0,0,0,3.6,166
2001,2,22,9,36,37.4,-107.559,18.461,0,33,0,4.1,128,0,0,0,0,0,0,0,0,0,0,4.2,166
2001,2,22,11,31,0,-106.24,19.43,0,10,0,0,0,3.4,132,0,0,0,0,0,0,0,0,4.7,165
2001,2,23,7,23,0,-99.86,18.1,0,16,0,0,0,3.1,132,0,0,0,0,0,0,0,0,4.7,165
2001,2,23,16,22,8,-88.16,14.416,0,10,0,4.3,128,0,0,0,0,0,0,0,0,0,0,4.4,166
2001,2,25,20,54,7,-110.469,25.439,0,10,0,4,123,0,0,0,0,0,0,0,0,0,0,4,166
2001,2,25,21,17,34,-110.644,24.99,0,10,0,4,123,0,0,0,0,0,0,0,0,0,0,4,166
2001,2,26,13,39,32,-103.763,15.162,0,33,0,0,0,4,131,0,0,0,0,0,0,0,0,4.9,165
2001,3,6,22,39,40,-90.123,13.167,0,84,0,4.4,123,0,0,0,0,0,0,0,0,0,0,4.6,166
2001,3,21,7,9,0,-95.02,17.72,0,148,0,0,0,3.1,132,0,0,0,0,0,0,0,0,4.7,165
2001,3,29,11,22,33,-111.573,27.525,0,3.6,0,4.1,123,0,0,0,0,0,0,0,0,0,0,4.2,166
2001,3,29,15,13,16,-85.545,16.904,0,43.1,0,4.8,123,0,0,0,0,0,0,0,0,0,0,5.1,166
2001,4,7,11,20,0,-94.95,14.05,0,38,0,0,0,3.2,132,0,0,0,0,0,0,0,0,4.7,165
2001,4,8,6,11,5,-94.28,15.942,0,90.7,0,4,123,0,0,0,0,0,0,0,0,0,0,4,166
2001,4,16,21,54,0.9,-91.254,13.253,0,33,0,0,0,0,0,0,0,5.4,163,0,0,0,0,5.4,164
2001,4,19,21,42,50.8,-95.902,19.235,0,16.1,0,0,0,0,0,0,0,0,0,4.1,140,0,0,4,167
2001,4,21,7,30,14.5,-92.083,15.577,0,181.5,0,4.2,128,0,0,0,0,0,0,0,0,0,0,4.3,166
2001,4,26,1,23,17.5,-97.656,16.592,0,68.7,0,4.4,128,0,0,0,0,0,0,0,0,0,0,4.6,166
2001,5,4,23,20,44,-108.041,18.683,0,10,0,4.4,123,0,0,0,0,0,0,0,0,0,0,4.6,166
2001,5,5,11,26,58,-91.837,13.889,0,62.7,0,5.2,120,0,0,0,0,0,0,0,0,0,0,5.7,166
2001,5,7,13,52,0,-98.42,15.27,0,16,0,0,0,3.7,132,0,0,0,0,0,0,0,0,4.8,165
2001,5,18,10,8,8,-87.379,15.557,0,33,0,3.9,123,0,0,0,0,0,0,0,0,0,0,3.9,166
2001,5,19,23,21,37,-105.12,18.64,0,12,0,0,0,0,0,0,0,0,0,0,0,6.5,152,6.6,168
2001,5,20,4,21,37.4,-105.12,18.64,84,12,84,5.5,47,6,84,0,0,6.3,163,0,0,6.5,84,6.3,164
2001,5,22,12,34,28.7,-99.208,21.535,0,16.7,0,0,0,0,0,0,0,0,0,4.1,140,0,0,4,167
2001,5,23,5,43,0,-101.65,17.82,0,5,0,0,0,3.7,132,0,0,0,0,0,0,0,0,4.8,165
2001,5,29,18,48,0.1,-109.152,19.809,0,15,0,4.8,120,4.8,131,0,0,5.5,157,0,0,0,0,5.5,164
2001,6,1,11,25,0,-91.01,15.85,0,59,0,0,0,4.1,132,0,0,0,0,0,0,0,0,4.9,165
2001,6,1,11,25,11,-91.672,16.088,0,50,0,4,120,0,0,0,0,0,0,0,0,0,0,4,166
2001,6,11,13,29,0,-102.2,18.76,0,8,0,0,0,3.4,132,0,0,0,0,0,0,0,0,4.7,165
2001,6,13,7,44,0,-115.39,32.666,0,14.1,0,0,0,3,132,0,0,0,0,0,0,0,0,4.7,165
2001,6,13,12,26,2.2,-85.621,13.626,0,33,0,0,0,0,0,0,0,0,0,4.7,140,0,0,4.7,167
2001,6,13,20,24,21,-111.94,26.371,0,10,0,4.5,120,0,0,0,0,0,0,0,0,0,0,4.7,166
2001,6,15,19,51,23,-111.297,27.123,0,10,0,4.4,120,4,131,0,0,0,0,0,0,0,0,4.9,165
2001,6,16,14,25,0,-109.51,27.56,0,10,0,0,0,4.4,132,0,0,0,0,0,0,0,0,5,165
2001,6,18,19,1,1.5,-99.773,15.498,0,29.8,0,0,0,0,0,0,0,0,0,4.3,140,0,0,4.2,167
2001,6,25,17,48,0,-90.62,15.07,0,88,0,0,0,4.9,132,0,0,0,0,0,0,0,0,5.2,165
2001,6,29,8,1,8,-89.007,15.866,0,33,0,0,0,0,0,0,0,0,0,4.1,134,0,0,4,167
2001,6,29,11,29,0,-106.08,17.92,0,42,0,0,0,4.6,132,0,0,0,0,0,0,0,0,5.1,165
2001,7,6,16,54,0,-107.17,18.84,0,20,0,0,0,3.7,132,0,0,0,0,0,0,0,0,4.8,165
